Txn Hash,Block,Time(UTC),From,To,Token,Token Symbol,Amount/TokenID,Result,Status
a7704422b067d394b3552dda54e5c6f96cfdb19cc9855b06a469fbe43a625bfa,71590215,2025-04-23 16:26:33,TS5v9Z9frcc6zerQmUsLBCEp28fdabNZC7,TB5wyxUZA8ndhVGvxrk8vZMvFSzDtwRTzR,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,4.567024000000000000,SUCCESS,CONFIRMED
a7704422b067d394b3552dda54e5c6f96cfdb19cc9855b06a469fbe43a625bfa,71590215,2025-04-23 16:26:33,TS5v9Z9frcc6zerQmUsLBCEp28fdabNZC7,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,0.046131000000000000,SUCCESS,CONFIRMED
a7704422b067d394b3552dda54e5c6f96cfdb19cc9855b06a469fbe43a625bfa,71590215,2025-04-23 16:26:33,TN9gRWAE958XpAgyW9dcRUccKqxveWdT7d,TS5v9Z9frcc6zerQmUsLBCEp28fdabNZC7,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,4.619736000000000000,SUCCESS,CONFIRMED
a7704422b067d394b3552dda54e5c6f96cfdb19cc9855b06a469fbe43a625bfa,71590215,2025-04-23 16:26:33,TN9gRWAE958XpAgyW9dcRUccKqxveWdT7d,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,0.046664000000000000,SUCCESS,CONFIRMED
2b0359d504d83824de4ab16e8bae985659dbd58f89a93ddeed53516de3449377,71563195,2025-04-22 17:55:09,TXmrEM8ZDR6smuXwmYjJyMT6Q3n88MQPUW,TTDW4dFH5JKxoFM8Jm2YZYkpEcAqc1CTQG,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,4.357326000000000000,SUCCESS,CONFIRMED
2b0359d504d83824de4ab16e8bae985659dbd58f89a93ddeed53516de3449377,71563195,2025-04-22 17:55:09,TXmrEM8ZDR6smuXwmYjJyMT6Q3n88MQPUW,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,0.044013000000000000,SUCCESS,CONFIRMED
2b0359d504d83824de4ab16e8bae985659dbd58f89a93ddeed53516de3449377,71563195,2025-04-22 17:55:09,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TXmrEM8ZDR6smuXwmYjJyMT6Q3n88MQPUW,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,4.401339000000000000,SUCCESS,CONFIRMED
2b0359d504d83824de4ab16e8bae985659dbd58f89a93ddeed53516de3449377,71563195,2025-04-22 17:55:09,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,0.044457000000000000,SUCCESS,CONFIRMED
cb9f1c6491e06016db330a8626d9d29ac09d51b0cd320f6e3d3deb644fe98925,71563121,2025-04-22 17:51:27,TXmrEM8ZDR6smuXwmYjJyMT6Q3n88MQPUW,TN9gRWAE958XpAgyW9dcRUccKqxveWdT7d,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,16.626104000000000000,SUCCESS,CONFIRMED
cb9f1c6491e06016db330a8626d9d29ac09d51b0cd320f6e3d3deb644fe98925,71563121,2025-04-22 17:51:27,TXmrEM8ZDR6smuXwmYjJyMT6Q3n88MQPUW,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,0.167940000000000000,SUCCESS,CONFIRMED
cb9f1c6491e06016db330a8626d9d29ac09d51b0cd320f6e3d3deb644fe98925,71563121,2025-04-22 17:51:27,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TXmrEM8ZDR6smuXwmYjJyMT6Q3n88MQPUW,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,16.794044000000000000,SUCCESS,CONFIRMED
cb9f1c6491e06016db330a8626d9d29ac09d51b0cd320f6e3d3deb644fe98925,71563121,2025-04-22 17:51:27,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,0.169636000000000000,SUCCESS,CONFIRMED
06b4c58963ba3065a6094d60b064c717a05ee6e41a7ee63019fe9029e1323bcb,71562800,2025-04-22 17:35:24,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TFZZqYgTnuaVUsu3ZS9jULerWjqd7TLtDC,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,39.600000000000000000,SUCCESS,CONFIRMED
06b4c58963ba3065a6094d60b064c717a05ee6e41a7ee63019fe9029e1323bcb,71562800,2025-04-22 17:35:24,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,0.400000000000000000,SUCCESS,CONFIRMED
577811dd03ee49b97cfbb65be0d45cfe05b087ed5ac64cdaa7d30358552629c7,71557054,2025-04-22 12:48:06,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TKy77TXEjD6pBBLSffa8EfXNDfSirJ3c4T,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,99.990000000000000000,SUCCESS,CONFIRMED
577811dd03ee49b97cfbb65be0d45cfe05b087ed5ac64cdaa7d30358552629c7,71557054,2025-04-22 12:48:06,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,1.010000000000000000,SUCCESS,CONFIRMED
a1cdc0a0e0d12271a70d81ee49d6a1ff54ccbd80ad94701098b823a497dff4e6,71537512,2025-04-21 20:30:42,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TDD7LQc2pvHCUJCb4DxMyePYBhnxUTaqrv,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,10.890000000000000000,SUCCESS,CONFIRMED
a1cdc0a0e0d12271a70d81ee49d6a1ff54ccbd80ad94701098b823a497dff4e6,71537512,2025-04-21 20:30:42,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,0.110000000000000000,SUCCESS,CONFIRMED
ba2c74b483e3a50087cef3be8145a15e4583b571d2cb79d9bc01f867326e14c6,71537368,2025-04-21 20:23:30,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TNrDBjfjYcP8sh7YkRvHhHnUkQ8JSU8xNd,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,99.990000000000000000,SUCCESS,CONFIRMED
ba2c74b483e3a50087cef3be8145a15e4583b571d2cb79d9bc01f867326e14c6,71537368,2025-04-21 20:23:30,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,1.010000000000000000,SUCCESS,CONFIRMED
084d9875998adcb5ae62721207ed4aea775d45f04fa3683cca2c08df793430d1,71505818,2025-04-20 18:05:36,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TJbNs1NDBBMTSc2eMkGTnQnGtsbaXSegFc,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,1277.100000000000000000,SUCCESS,CONFIRMED
084d9875998adcb5ae62721207ed4aea775d45f04fa3683cca2c08df793430d1,71505818,2025-04-20 18:05:36,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,12.900000000000000000,SUCCESS,CONFIRMED
4814a948e47ec0799961aafc4a96a92304571b36d6962ef8abdf8e00833d47b4,71505558,2025-04-20 17:52:30,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TCCDA8P8z7ZK3Dy2ytHW9iL4uE57Kbmnng,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,108.900000000000000000,SUCCESS,CONFIRMED
4814a948e47ec0799961aafc4a96a92304571b36d6962ef8abdf8e00833d47b4,71505558,2025-04-20 17:52:30,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,1.100000000000000000,SUCCESS,CONFIRMED
e4f713d5ff446d5d346d558e51d4226cb65da6a34cd07c8fd97443d0cb5babe3,71500745,2025-04-20 13:51:51,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TMbX5ZnGr2jdExsXC3WEiNXni6dVMv1cWo,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,99.000000000000000000,SUCCESS,CONFIRMED
e4f713d5ff446d5d346d558e51d4226cb65da6a34cd07c8fd97443d0cb5babe3,71500745,2025-04-20 13:51:51,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,1.000000000000000000,SUCCESS,CONFIRMED
7cf56692c9fdcc4a706e1cc1a20506e6c9aa82ec70ae15e92e9f49a3cf04f274,71499801,2025-04-20 13:04:39,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TMpmaHwdGX1k5VQkqx4drdhu9bufLEDxiE,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,99.000000000000000000,SUCCESS,CONFIRMED
7cf56692c9fdcc4a706e1cc1a20506e6c9aa82ec70ae15e92e9f49a3cf04f274,71499801,2025-04-20 13:04:39,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,1.000000000000000000,SUCCESS,CONFIRMED
dc85b8295b4530a31042cfea6cf6ba6568650ea608032297b9cb956fa7d39e13,71442694,2025-04-18 13:28:30,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TKRHxMv7tUe6cLxQJsE3JL29KeRccY8K7n,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,988020.000000000000000000,SUCCESS,CONFIRMED
dc85b8295b4530a31042cfea6cf6ba6568650ea608032297b9cb956fa7d39e13,71442694,2025-04-18 13:28:30,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,9980.000000000000000000,SUCCESS,CONFIRMED
6a8e0144c016a1897df6314334835fcd139235eaabe9eae937c3dd6cb8cb41a2,71420723,2025-04-17 19:09:39,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TKRHxMv7tUe6cLxQJsE3JL29KeRccY8K7n,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,8.910000000000000000,SUCCESS,CONFIRMED
6a8e0144c016a1897df6314334835fcd139235eaabe9eae937c3dd6cb8cb41a2,71420723,2025-04-17 19:09:39,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,0.090000000000000000,SUCCESS,CONFIRMED
6b0eb5a7f40f7e17568592dffa46e4ef01ab9d535cec74abc6412bb3b3739f42,71420698,2025-04-17 19:08:24,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TKRHxMv7tUe6cLxQJsE3JL29KeRccY8K7n,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,8.910000000000000000,SUCCESS,CONFIRMED
6b0eb5a7f40f7e17568592dffa46e4ef01ab9d535cec74abc6412bb3b3739f42,71420698,2025-04-17 19:08:24,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,0.090000000000000000,SUCCESS,CONFIRMED
56c4e397dc27b1abcb294306b04071953f57bf224fad9c85970cdc57ebe430fe,71420662,2025-04-17 19:06:36,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TKRHxMv7tUe6cLxQJsE3JL29KeRccY8K7n,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,891.000000000000000000,SUCCESS,CONFIRMED
56c4e397dc27b1abcb294306b04071953f57bf224fad9c85970cdc57ebe430fe,71420662,2025-04-17 19:06:36,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,9.000000000000000000,SUCCESS,CONFIRMED
f6a2518ec352ec6b2090211e66748eaf4629d79181097a325ac223bf35e4faba,71420602,2025-04-17 19:03:36,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TKRHxMv7tUe6cLxQJsE3JL29KeRccY8K7n,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,89100.000000000000000000,SUCCESS,CONFIRMED
f6a2518ec352ec6b2090211e66748eaf4629d79181097a325ac223bf35e4faba,71420602,2025-04-17 19:03:36,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,900.000000000000000000,SUCCESS,CONFIRMED
324bd7310f32bd49107c89f224a7d49f8b28cb1cb62be80cd3989b6e6469efeb,71409796,2025-04-17 09:56:39,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TKRHxMv7tUe6cLxQJsE3JL29KeRccY8K7n,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,9900000.000000000000000000,SUCCESS,CONFIRMED
324bd7310f32bd49107c89f224a7d49f8b28cb1cb62be80cd3989b6e6469efeb,71409796,2025-04-17 09:56:39,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,100000.000000000000000000,SUCCESS,CONFIRMED
194ca0c5ac3ad078caa976221f9a9579c0bc07f9e5ef385d15abfc864c5b228a,71409716,2025-04-17 09:52:30,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TKRHxMv7tUe6cLxQJsE3JL29KeRccY8K7n,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,989010000.000000000000000000,SUCCESS,CONFIRMED
194ca0c5ac3ad078caa976221f9a9579c0bc07f9e5ef385d15abfc864c5b228a,71409716,2025-04-17 09:52:30,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,9990000.000000000000000000,SUCCESS,CONFIRMED
a5e4b7005be786af3a875949143ccbf44766628b017abcdc9bc838c457aa9a8d,71404611,2025-04-17 05:37:09,TS5v9Z9frcc6zerQmUsLBCEp28fdabNZC7,TFZZqYgTnuaVUsu3ZS9jULerWjqd7TLtDC,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,4.855543000000000000,SUCCESS,CONFIRMED
a5e4b7005be786af3a875949143ccbf44766628b017abcdc9bc838c457aa9a8d,71404611,2025-04-17 05:37:09,TS5v9Z9frcc6zerQmUsLBCEp28fdabNZC7,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,0.049045000000000000,SUCCESS,CONFIRMED
a5e4b7005be786af3a875949143ccbf44766628b017abcdc9bc838c457aa9a8d,71404611,2025-04-17 05:37:09,TN9gRWAE958XpAgyW9dcRUccKqxveWdT7d,TS5v9Z9frcc6zerQmUsLBCEp28fdabNZC7,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,4.906575000000000000,SUCCESS,CONFIRMED
a5e4b7005be786af3a875949143ccbf44766628b017abcdc9bc838c457aa9a8d,71404611,2025-04-17 05:37:09,TN9gRWAE958XpAgyW9dcRUccKqxveWdT7d,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,0.049561000000000000,SUCCESS,CONFIRMED
df886605f74e5eae592aad4548dd8f60c925dcc53d1b45064a6de6daadc84615,71404599,2025-04-17 05:36:33,TFZZqYgTnuaVUsu3ZS9jULerWjqd7TLtDC,TB5wyxUZA8ndhVGvxrk8vZMvFSzDtwRTzR,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,5.863468000000000000,SUCCESS,CONFIRMED
df886605f74e5eae592aad4548dd8f60c925dcc53d1b45064a6de6daadc84615,71404599,2025-04-17 05:36:33,TFZZqYgTnuaVUsu3ZS9jULerWjqd7TLtDC,TDhqMjTnDAUxYraTVLLie9Qd8NDGY91idq,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,0.059226000000000000,SUCCESS,CONFIRMED
9db4f3993623614ab520d75a4914d5868ac9b6ec3b139d236ee3ae38404bab67,71404596,2025-04-17 05:36:24,TFZZqYgTnuaVUsu3ZS9jULerWjqd7TLtDC,TB5wyxUZA8ndhVGvxrk8vZMvFSzDtwRTzR,TEpGiLGNB7W9W26LbvtU9wdukrLgLZwFgr,USDTg,7.277787000000000000,SUCCESS,CONFIRMED
